Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Relative Effort,Commute,Activity Gear,Filename
1998308832,"Dec 3, 2018, 4:55:08 PM",Morning Run,Run,,3845,14.89,,false,Grey,activities/2136207379.fit.gz
2000104834,"Dec 4, 2018, 5:01:39 PM",Morning Run,Run,,1397,5.46,,false,Grey,activities/2138073265.fit.gz
2000105344,"Dec 4, 2018, 5:30:52 PM",First track session of the season,Run,"By golly I was all over the place. Do not have the rhythm down yet at these faster paces. 

3200 in 9.54 off 2min
1600 in 4.38 off 3min
800 in 2.11 off 2 min
4x200 off 200m jog [30.6, 29.8, 30.2, 29.8]",1757,8.81,,false,Grey,activities/2138073884.fit.gz
2000105576,"Dec 4, 2018, 6:04:33 PM",Morning Run,Run,,1236,4.55,,false,Grey,activities/2138074100.fit.gz
2001937008,"Dec 5, 2018, 1:06:55 AM",Afternoon Run,Run,,1864,6.72,,false,Grey,activities/2139969421.fit.gz
2001937485,"Dec 5, 2018, 5:34:55 PM",Morning Run,Run,,3732,14.97,,false,Grey,activities/2139969922.fit.gz
2003511692,"Dec 6, 2018, 4:29:08 PM",Morning Run,Run,,3670,14.94,,false,Grey,activities/2141592039.fit.gz
2005342478,"Dec 7, 2018, 7:34:56 PM",Lunch Run,Run,,1491,5.88,,false,Grey,activities/2143468673.fit.gz
2005342524,"Dec 7, 2018, 8:05:57 PM",Lunch Run,Run,,334,1.88,,false,Grey,activities/2143468744.fit.gz
2005342927,"Dec 7, 2018, 8:15:25 PM",Lunch Run,Run,,3121,13.17,,false,Grey,activities/2143469078.fit.gz
2005677015,"Dec 8, 2018, 3:20:40 AM",Evening Run,Run,,1815,6.71,,false,Grey,activities/2143814854.fit.gz
2007092757,"Dec 8, 2018, 6:04:42 PM",Morning Run,Run,,6144,25.96,,false,Grey,activities/2145285047.fit.gz
2014235113,"Dec 9, 2018, 8:11:35 PM",Lunch Run,Run,,2608,10.03,,false,Grey,activities/2152726802.fit.gz
